producto,categoria,proveedor,precio,costo,stock
Neo Cepillo,Jardin,Ipiales Trade,142.56,110.9,199
Neo Cereal,Oficina,Funza Commodities,124.06,79.11,432
Neo Cereal,Oficina,Casanare Retail,124.06,79.11,78
Neo Chaqueta,Deportes,Cota Proveedores,127.86,100.55,400
Neo Chaqueta,Deportes,Girardot Trade,127.86,100.55,443
Neo Chocolate,Electronica,Santa Marta Retail,212.02,157.71,342
Neo Cinta,Deportes,Huila Distribuciones,12.39,9.36,343
neo cinta,Deportes,Manizales Market,12.39,9.36,172
Neo Colchoneta,Hogar,Armenia Supply,260.87,183.1,466
Neo Copa,Oficina,Magdalena Supply,119.89,83.1,68
Neo Crema,Electronica,Kennedy Market,591.36,405.97,415
Neo Crema,Electronica,Atlantico Pro,591.36,405.97,427
Neo Cuaderno,Alimentos,Casanare Retail,2.71,2.05,448
Neo Cuaderno,Alimentos,Soacha Distribuciones,2.71,2.05,86
Neo Cuchillo,Belleza,Insumos Cafeteros,26.83,18.63,100
Neo Drone,Electronica,Distribuciones Andina,824.4,524.75,7
Neo Estante,Juguetes,Engativa Traders,89.8,61.38,332
Neo Estante,Juguetes,Girardot Trade,89.8,61.38,199
Neo Extensor,Oficina,Zipaquira Supply,88.78,73.05,86
Neo Galleta,Electronica,Cajica Traders,574.98,387.11,42
Neo Gorra,Ropa,Duitama Market,96.97,70.32,384
Neo Guante,Alimentos,Oriente Mercantil,24.8,21.02,108
Neo Guitarra,Juguetes,Tolima Proveedores,100.08,78.31,434
neo jabon,Hogar,Mosquera Logistics,213.35,173.0,407
Neo Jabon,Hogar,Chapinero Trade,213.35,173.0,482
Neo Lampara,Deportes,Putumayo Goods,248.97,166.54,151
neo licuadora,Jardin,Soacha Distribuciones,194.83,126.57,16
Neo Licuadora,Jardin,Bogota Central,194.83,126.57,132
Neo Linterna,Jardin,Mosquera Logistics,171.48,135.27,147
Neo Linterna,Jardin,Usaquen Market,171.48,135.27,276
Neo Maceta,Jardin,Armenia Supply,126.65,80.35,231
Neo Marcador,Alimentos,Comercial Caribe,14.47,10.99,313
Neo Marcador,Alimentos,Tolima Proveedores,14.47,10.99,414
Neo Mesa,Electronica,La Estrella Supply,131.17,85.73,365
Neo Microfono,Oficina,Santa Marta Retail,19.57,14.98,227
Neo Mochila,Ropa,Soacha Distribuciones,56.05,38.25,138
Neo Mochila,Ropa,Barranquilla Hub,56.05,38.25,435
Neo Monitor,Deportes,Amazonas Traders,238.2,174.67,398
Neo Mouse,Electronica,Santander Mayorista,314.95,221.14,210
Neo Mouse,Electronica,Tunja Retail,314.95,221.14,390
Neo Mousepad,Hogar,Altiplano Supply,98.88,74.88,498
Neo Muñeco,Hogar,Chia Market,151.55,117.58,27
Neo Olla,Hogar,Neiva Express,222.18,184.42,50
Neo Olla,Hogar,Jamundi Market,222.18,184.42,490
Neo Pantalon,Hogar,Chapinero Trade,60.1,45.28,441
Neo Papel,Electronica,Medellin Market,714.86,471.7,260
Neo Parlante,Deportes,Yumbo Logistics,224.76,162.38,260
Neo Parlante,Deportes,Casanare Retail,224.76,162.38,349
Neo Patin,Deportes,Yumbo Logistics,121.44,82.48,351
Neo Patin,Deportes,Insumos Cafeteros,121.44,82.48,7
Neo Pegante,Deportes,Usaquen Market,282.41,188.87,319
Neo Pelota,Belleza,Cali Express,11.44,6.04,137
Neo Perfume,Ropa,Arauca Connect,42.48,25.92,37
Neo Perfume,Ropa,Soacha Distribuciones,42.48,25.92,110
Neo Plancha,Alimentos,Valledupar Traders,7.69,6.42,479
Neo Plato,Deportes,Oriente Mercantil,67.03,50.86,367
Neo Plato,Deportes,Cesar Distribuciones,67.03,50.86,219
Neo PowerBank,Juguetes,Dosquebradas Traders,52.08,35.42,336
Neo PowerBank,Juguetes,Bello Traders,52.08,35.42,222
Neo ProtectorSolar,Jardin,Kennedy Market,81.93,56.24,135
Neo ProtectorSolar,Jardin,Mayoristas del Valle,81.93,56.24,255
Neo Raqueta,Juguetes,La Estrella Supply,156.52,100.39,359
Neo Regla,Ropa,Amazonas Traders,13.96,7.75,408
Neo Regla,Ropa,Barranquilla Hub,13.96,7.75,328
Neo Resaltador,Alimentos,Jamundi Market,6.12,4.74,449
Neo Rompecabezas,Alimentos,Monteria Retail,12.62,9.33,462
Neo Router,Belleza,Santander Mayorista,28.01,14.82,433
Neo Router,Belleza,Choco Importaciones,28.01,14.82,450
Neo Sacapuntas,Oficina,Magdalena Supply,75.67,50.54,48
neo sarten,Belleza,Kennedy Market,15.86,8.17,291
Neo Sarten,Belleza,Amazonas Traders,15.86,8.17,381
Neo Semilla,Belleza,Tolima Proveedores,24.44,15.44,323
Neo Semilla,Belleza,Mosquera Logistics,24.44,15.44,77
Neo Shampoo,Hogar,Engativa Traders,144.97,108.24,104
Neo Silla,Juguetes,Amazonas Traders,31.92,21.08,168
Neo Switch,Jardin,Barranquilla Hub,127.57,87.18,216
Neo Talonario,Electronica,Yopal Supply,282.27,227.3,377
Neo Tambor,Jardin,Medellin Market,157.83,131.18,118
Neo Teclado,Alimentos,Comercial Caribe,15.32,12.41,189
Neo Teclado,Alimentos,Envigado Supply,15.32,12.41,254
Neo Telefono,Hogar,Cajica Traders,57.27,45.55,369
Neo Telefono,Hogar,Engativa Traders,57.27,45.55,265
Neo Tenedor,Ropa,Santa Marta Retail,56.48,40.01,148
Neo Tenedor,Ropa,Suba Supply,56.48,40.01,163
Neo Termo,Electronica,Barranquilla Hub,421.62,291.45,139
Neo Termo,Electronica,Girardot Trade,421.62,291.45,346
Neo Tijera,Alimentos,Yopal Supply,23.52,18.54,487
Neo Toalla,Deportes,Cucuta Comercios,93.26,69.12,257
Neo Toalla,Deportes,Armenia Supply,93.26,69.12,373
Neo Tripode,Jardin,Neiva Express,102.7,75.49,268
Neo Webcam,Electronica,Bello Traders,905.64,583.92,180
Neo Zapatilla,Oficina,Rionegro Supply,15.75,11.49,159
Nova Afeitadora,Belleza,Funza Commodities,96.43,57.38,350
Nova Afeitadora,Belleza,Bello Traders,96.43,57.38,399
Nova Agenda,Electronica,Cali Express,177.58,140.21,287
Nova Agenda,Electronica,Armenia Supply,177.58,140.21,287
Nova Archivador,Belleza,Envigado Supply,111.13,53.54,379
Nova Auriculares,Oficina,Fusagasuga Supply,30.92,19.46,225
Nova Balanza,Ropa,Itagui Market,22.11,14.74,10
nova balanza,Ropa,Sincelejo Market,22.11,14.74,9
Nova Balon,Electronica,La Estrella Supply,772.62,583.68,270
Nova Biberon,Ropa,Pasto Proveedores,102.56,65.11,272
Nova Bicicleta,Ropa,Chia Market,67.03,39.54,423
nova bicicleta,Ropa,Chapinero Trade,67.03,39.54,401
Nova Boligrafo,Deportes,Arauca Connect,292.73,221.68,182
Nova Boligrafo,Deportes,Nariño Trade,292.73,221.68,456
Nova Botella,Hogar,Fusagasuga Supply,63.43,45.07,152
Nova Cable,Alimentos,Cartagena Hub,3.83,3.16,487
Nova Cafetera,Oficina,Putumayo Goods,103.14,76.42,314
Nova Cafetera,Oficina,Ipiales Trade,103.14,76.42,333
Nova Camisa,Juguetes,Popayan Logistics,30.2,23.32,123
Nova Camisa,Juguetes,Chia Market,30.2,23.32,472
Nova Cargador,Oficina,Putumayo Goods,92.38,62.44,113
Nova Cargador,Oficina,Valledupar Traders,92.38,62.44,277
Nova Carpa,Juguetes,Putumayo Goods,132.97,81.87,499
Nova Carpeta,Deportes,Santander Mayorista,238.58,192.66,413
Nova Cepillo,Ropa,Monteria Retail,53.75,28.88,467
Nova Cereal,Alimentos,Zipaquira Supply,26.89,19.56,212
Nova Cereal,Alimentos,La Estrella Supply,26.89,19.56,171
nova chaqueta,Alimentos,Usaquen Market,19.68,15.33,287
Nova Chaqueta,Alimentos,Medellin Market,19.68,15.33,434
Nova Chocolate,Jardin,Pereira Proveedores,114.19,76.32,173
nova cinta,Electronica,Duitama Market,248.17,171.93,112
Nova Colchoneta,Deportes,Eje Cafetero SAS,130.03,97.33,375
Nova Copa,Electronica,Logistica Pacifico,578.97,385.81,404
Nova Crema,Hogar,Tolima Proveedores,158.05,132.66,482
Nova Cuaderno,Deportes,Monteria Retail,24.71,18.71,121
Nova Cuchillo,Hogar,Soacha Distribuciones,100.32,74.52,31
Nova Drone,Alimentos,Sabaneta Supply,5.67,4.62,221
Nova Estante,Juguetes,Insumos Cafeteros,15.15,9.01,118
Nova Estante,Juguetes,Soacha Distribuciones,15.15,9.01,38
Nova Extensor,Alimentos,Funza Commodities,6.64,5.31,496
Nova Galleta,Oficina,Sabaneta Supply,104.52,75.41,267
nova galleta,Oficina,Chia Market,104.52,75.41,232
Nova Gorra,Hogar,Sucre Supply,103.82,75.79,430
Nova Guante,Alimentos,Girardot Trade,23.4,20.29,17
nova guitarra,Jardin,Sincelejo Market,34.42,24.54,148
Nova Guitarra,Jardin,Cartagena Hub,34.42,24.54,396
Nova Jabon,Juguetes,Huila Distribuciones,9.77,6.33,148
Nova Jabon,Juguetes,Tolima Proveedores,9.77,6.33,125
Nova Lampara,Alimentos,Oriente Mercantil,12.96,11.14,391
Nova Lampara,Alimentos,Barranquilla Hub,12.96,11.14,301
Nova Licuadora,Alimentos,Mayoristas del Valle,9.43,7.21,359
Nova Linterna,Juguetes,Funza Commodities,100.48,62.74,237
Nova Linterna,Juguetes,Medellin Market,100.48,62.74,134
Nova Maceta,Jardin,Riohacha Trade,202.66,127.56,150
Nova Marcador,Hogar,Cali Express,229.98,159.24,235
Nova Mesa,Oficina,Neiva Express,106.59,68.85,223
Nova Microfono,Hogar,Barranquilla Hub,48.26,38.57,202
Nova Mochila,Belleza,Popayan Logistics,28.08,14.26,255
Nova Monitor,Juguetes,Cesar Distribuciones,80.27,55.01,85
Nova Mouse,Electronica,Chapinero Trade,163.1,116.85,149
Nova Mouse,Electronica,Candelaria Market,163.1,116.85,234
Nova Mousepad,Jardin,Barranquilla Hub,19.02,13.21,344
Nova Muñeco,Jardin,Distribuciones Andina,56.52,42.34,21
Nova Olla,Belleza,Choco Importaciones,66.16,46.71,347
Nova Pantalon,Belleza,Envigado Supply,21.76,13.19,284
Nova Pantalon,Belleza,Cota Proveedores,21.76,13.19,268
Nova Papel,Electronica,Riohacha Trade,390.08,295.72,465
Nova Parlante,Electronica,Bucaramanga Trade,507.19,377.68,257
Nova Patin,Electronica,Cucuta Comercios,464.87,342.2,28
Nova Patin,Electronica,Popayan Logistics,464.87,342.2,212
Nova Pegante,Ropa,Bogota Central,15.33,11.3,462
Nova Pegante,Ropa,Mayoristas del Valle,15.33,11.3,435
Nova Pelota,Ropa,Duitama Market,81.78,52.47,282
Nova Perfume,Belleza,Huila Distribuciones,39.04,22.69,49
Nova Plancha,Deportes,Soledad Retail,359.66,230.34,94
Nova Plancha,Deportes,Neiva Express,359.66,230.34,462
Nova Plato,Oficina,Cajica Traders,63.34,52.08,498
Nova PowerBank,Jardin,Fusagasuga Supply,75.12,59.68,406
Nova ProtectorSolar,Hogar,Ibague Market,119.22,82.56,87
Nova ProtectorSolar,Hogar,Suba Supply,119.22,82.56,43
Nova Raqueta,Hogar,Ipiales Trade,99.48,74.18,460
Nova Raqueta,Hogar,Yumbo Logistics,99.48,74.18,277
Nova Regla,Belleza,Casanare Retail,38.34,27.08,170
Nova Resaltador,Belleza,Armenia Supply,84.72,44.13,420
Nova Resaltador,Belleza,Pereira Proveedores,84.72,44.13,188
Nova Rompecabezas,Hogar,Dosquebradas Traders,216.33,169.0,352
Nova Router,Hogar,Distribuciones Andina,212.45,160.79,183
Nova Router,Hogar,Sucre Supply,212.45,160.79,2
Nova Sacapuntas,Belleza,Cali Express,67.7,38.09,190
Nova Sarten,Deportes,Atlantico Pro,214.65,176.01,117
Nova Semilla,Juguetes,Bogota Central,49.71,29.75,18
Nova Shampoo,Belleza,Pereira Proveedores,88.63,45.57,22
Nova Silla,Belleza,Meta Comerciales,45.24,31.59,412
Nova Switch,Alimentos,Putumayo Goods,30.13,22.83,29
Nova Talonario,Belleza,Soacha Distribuciones,5.08,3.29,294
Nova Talonario,Belleza,Chapinero Trade,5.08,3.29,107
Nova Tambor,Alimentos,Dosquebradas Traders,20.44,16.77,366
Nova Teclado,Juguetes,Usaquen Market,124.81,73.89,280
Nova Telefono,Jardin,Popayan Logistics,25.79,19.99,127
Nova Telefono,Jardin,Santa Marta Retail,25.79,19.99,228
Nova Tenedor,Jardin,Kennedy Market,54.65,37.83,110
Nova Tenedor,Jardin,Guajira Logistics,54.65,37.83,135
Nova Termo,Juguetes,Girardot Trade,111.5,72.61,361
Nova Termo,Juguetes,Zipaquira Supply,111.5,72.61,185
Nova Tijera,Jardin,Cucuta Comercios,116.74,83.97,143
Nova Tijera,Jardin,Palmira Traders,116.74,83.97,71
Nova Toalla,Oficina,Tunja Retail,4.16,3.11,128
Nova Tripode,Jardin,Leticia Traders,156.91,124.46,363
Nova Webcam,Juguetes,Popayan Logistics,45.7,29.22,260
Nova Zapatilla,Alimentos,Palmira Traders,8.27,7.14,2
Omega Afeitadora,Hogar,Chapinero Trade,171.34,129.96,448
Omega Afeitadora,Hogar,Guajira Logistics,171.34,129.96,387
Omega Agenda,Jardin,Fusagasuga Supply,26.94,17.97,103
Omega Archivador,Oficina,Putumayo Goods,45.41,34.49,482
Omega Archivador,Oficina,Ibague Market,45.41,34.49,223
Omega Auriculares,Jardin,Duitama Market,98.5,71.02,319
Omega Auriculares,Jardin,Arauca Connect,98.5,71.02,361
Omega Balanza,Ropa,Cartagena Hub,72.61,51.86,353
Omega Balon,Jardin,Sabaneta Supply,119.32,87.34,490
Omega Balon,Jardin,Riohacha Trade,119.32,87.34,472
Omega Biberon,Electronica,Ibague Market,608.52,463.26,9
Omega Bicicleta,Juguetes,Girardot Trade,168.58,118.81,404
Omega Boligrafo,Oficina,Girardot Trade,19.61,13.59,383
Omega Botella,Hogar,Quibdo Market,34.56,28.43,301
Omega Cable,Hogar,Magdalena Supply,142.55,118.44,230
Omega Cafetera,Ropa,Choco Importaciones,118.2,62.52,218
Omega Cafetera,Ropa,Logistica Pacifico,118.2,62.52,410
Omega Camisa,Alimentos,Usaquen Market,17.58,14.2,65
Omega Cargador,Deportes,Tolima Proveedores,157.22,109.2,424
Omega Carpa,Jardin,Funza Commodities,169.82,116.95,111
Omega Carpeta,Jardin,Yumbo Logistics,110.68,78.33,12
Omega Carpeta,Jardin,Paisa Import,110.68,78.33,392
Omega Cepillo,Deportes,Yopal Supply,301.8,215.89,499
omega cereal,Juguetes,Casanare Retail,63.18,37.92,419
Omega Chaqueta,Ropa,Duitama Market,104.49,74.29,85
Omega Chocolate,Belleza,Altiplano Supply,6.32,3.19,233
Omega Cinta,Juguetes,Soledad Retail,125.32,80.46,89
Omega Colchoneta,Hogar,Putumayo Goods,111.5,82.84,313
omega copa,Alimentos,Villavicencio Hub,14.2,10.85,53
Omega Copa,Alimentos,Huila Distribuciones,14.2,10.85,11
Omega Crema,Deportes,Fusagasuga Supply,60.13,41.53,208
Omega Crema,Deportes,Valledupar Traders,60.13,41.53,461
Omega Cuaderno,Hogar,Jamundi Market,169.73,123.92,13
Omega Cuaderno,Hogar,Soledad Retail,169.73,123.92,120
Omega Cuchillo,Electronica,Riohacha Trade,297.38,228.76,417
Omega Drone,Juguetes,Popayan Logistics,140.48,83.7,436
Omega Estante,Electronica,Cali Express,712.44,458.63,376
Omega Estante,Electronica,Madrid Supply,712.44,458.63,19
Omega Extensor,Alimentos,Tolima Proveedores,19.46,14.25,74
Omega Galleta,Ropa,Magdalena Supply,68.19,39.33,399
Omega Gorra,Deportes,Cesar Distribuciones,79.37,50.4,242
Omega Guante,Deportes,Putumayo Goods,113.41,86.1,222
Omega Guitarra,Electronica,Soledad Retail,226.85,163.85,69
Omega Jabon,Deportes,Huila Distribuciones,238.92,173.45,311
Omega Lampara,Deportes,Chapinero Trade,319.11,200.81,210
Omega Licuadora,Oficina,Huila Distribuciones,88.91,58.44,100
Omega Licuadora,Oficina,Tunja Trade,88.91,58.44,185
Omega Linterna,Jardin,Zipaquira Supply,205.73,131.58,131
Omega Maceta,Deportes,Girardot Trade,189.98,119.86,110
Omega Maceta,Deportes,Cartagena Hub,189.98,119.86,380
Omega Marcador,Electronica,Sabaneta Supply,680.04,461.73,131
Omega Mesa,Alimentos,Candelaria Market,30.51,21.81,19
Omega Microfono,Alimentos,Tunja Trade,3.37,2.69,393
Omega Mochila,Belleza,Santa Marta Retail,94.76,53.35,23
Omega Monitor,Oficina,Armenia Supply,89.26,64.9,226
Omega Monitor,Oficina,Duitama Market,89.26,64.9,153
Omega Mouse,Electronica,Palmira Traders,287.0,211.13,292
Omega Mouse,Electronica,Cesar Distribuciones,287.0,211.13,229
Omega Mousepad,Electronica,Insumos Cafeteros,371.45,249.86,468
Omega Mousepad,Electronica,La Estrella Supply,371.45,249.86,309
omega muñeco,Oficina,Fusagasuga Supply,78.96,57.38,487
Omega Olla,Hogar,Cota Proveedores,41.69,29.69,358
omega pantalon,Hogar,Suba Supply,185.44,147.18,404
Omega Papel,Jardin,Cali Express,34.3,26.44,201
Omega Parlante,Juguetes,Bogota Central,37.72,29.16,37
Omega Parlante,Juguetes,Pereira Proveedores,37.72,29.16,429
Omega Patin,Hogar,Engativa Traders,132.28,97.07,259
Omega Pegante,Deportes,Soledad Retail,255.62,191.19,187
Omega Pelota,Juguetes,Ipiales Trade,62.51,43.03,56
Omega Pelota,Juguetes,Jamundi Market,62.51,43.03,428
Omega Perfume,Belleza,Mayoristas del Valle,64.27,35.39,19
Omega Perfume,Belleza,Casanare Retail,64.27,35.39,272
Omega Plancha,Ropa,Santander Mayorista,23.72,16.1,118
Omega Plato,Deportes,Cali Express,315.02,221.0,70
Omega PowerBank,Belleza,Santander Mayorista,38.93,20.48,3
Omega ProtectorSolar,Belleza,Cesar Distribuciones,51.39,30.09,220
Omega Raqueta,Belleza,Sabaneta Supply,23.17,11.8,13
Omega Raqueta,Belleza,Envigado Supply,23.17,11.8,2
Omega Regla,Ropa,Funza Commodities,23.59,15.99,215
Omega Resaltador,Alimentos,Fusagasuga Supply,8.67,7.18,228
Omega Rompecabezas,Deportes,Oriente Mercantil,187.82,149.14,335
Omega Rompecabezas,Deportes,Amazonas Traders,187.82,149.14,185
Omega Router,Electronica,Ipiales Trade,286.8,192.68,54
Omega Sacapuntas,Oficina,Cucuta Comercios,54.58,37.71,499
Omega Sarten,Ropa,Madrid Supply,131.41,77.93,387
Omega Sarten,Ropa,Casanare Retail,131.41,77.93,375
Omega Semilla,Oficina,Guajira Logistics,40.03,29.66,253
Omega Shampoo,Juguetes,Bogota Central,130.63,79.56,23
Omega Silla,Juguetes,Pasto Proveedores,41.62,25.17,161
Omega Switch,Electronica,Atlantico Pro,512.19,417.81,157
Omega Talonario,Deportes,Meta Comerciales,106.85,82.85,81
Omega Tambor,Belleza,Eje Cafetero SAS,71.99,37.69,402
Omega Tambor,Belleza,Pereira Proveedores,71.99,37.69,158
Omega Teclado,Hogar,Paisa Import,167.8,133.5,187
Omega Telefono,Juguetes,Bogota Central,108.35,70.48,59
Omega Telefono,Juguetes,Tunja Trade,108.35,70.48,402
omega tenedor,Electronica,Logistica Pacifico,787.59,511.99,304
Omega Tenedor,Electronica,Putumayo Goods,787.59,511.99,318
Omega Termo,Oficina,Bogota Central,121.28,81.04,365
Omega Tijera,Jardin,Villavicencio Hub,138.18,101.65,210
Omega Toalla,Hogar,Pereira Proveedores,248.58,190.89,405
Omega Tripode,Belleza,Chapinero Trade,61.29,34.54,151
Omega Tripode,Belleza,Neiva Express,61.29,34.54,108
omega webcam,Oficina,Barranquilla Hub,125.13,78.79,75
Omega Webcam,Oficina,Sucre Supply,125.13,78.79,29
Omega Zapatilla,Electronica,Bogota Central,416.62,295.65,313
Omega Zapatilla,Electronica,Medellin Market,416.62,295.65,485
Opti Afeitadora,Deportes,Altiplano Supply,104.66,69.97,116
Opti Agenda,Deportes,Barranquilla Hub,94.06,63.26,414
Opti Archivador,Ropa,Cucuta Comercios,13.36,8.02,355
Opti Auriculares,Oficina,Cartagena Hub,39.56,26.42,191
Opti Auriculares,Oficina,Fusagasuga Supply,39.56,26.42,18
Opti Balanza,Hogar,Pereira Proveedores,216.74,182.17,431
Opti Balanza,Hogar,Palmira Traders,216.74,182.17,172
opti balon,Belleza,Medellin Market,10.09,6.47,227
Opti Biberon,Juguetes,Armenia Supply,87.1,58.39,349
Opti Bicicleta,Electronica,Pereira Proveedores,327.59,225.37,182
Opti Boligrafo,Deportes,Usaquen Market,170.37,123.75,112
Opti Botella,Juguetes,Sincelejo Market,41.39,27.7,182
Opti Cable,Deportes,Jamundi Market,201.68,152.79,480
Opti Cable,Deportes,Popayan Logistics,201.68,152.79,145
Opti Cafetera,Electronica,Pasto Proveedores,571.36,369.94,318
Opti Cafetera,Electronica,Eje Cafetero SAS,571.36,369.94,115
Opti Camisa,Hogar,Fusagasuga Supply,188.31,146.8,112
Opti Cargador,Deportes,Casanare Retail,218.85,150.52,250
Opti Cargador,Deportes,Sucre Supply,218.85,150.52,475
Opti Carpa,Juguetes,Huila Distribuciones,162.38,119.11,250
Opti Carpeta,Alimentos,Valledupar Traders,19.64,15.43,302
Opti Carpeta,Alimentos,Atlantico Pro,19.64,15.43,458
Opti Cepillo,Ropa,Cajica Traders,47.14,29.65,312
Opti Cereal,Belleza,Soledad Retail,92.13,57.23,117
Opti Chaqueta,Oficina,Tolima Proveedores,31.32,23.91,300
opti chocolate,Oficina,Barranquilla Hub,67.11,46.27,160
Opti Cinta,Hogar,Monteria Retail,280.53,195.67,400
Opti Colchoneta,Juguetes,Sincelejo Market,9.5,5.75,197
Opti Colchoneta,Juguetes,Altiplano Supply,9.5,5.75,259
Opti Copa,Oficina,Duitama Market,54.91,43.4,147
Opti Copa,Oficina,Monteria Retail,54.91,43.4,239
Opti Crema,Hogar,Santander Mayorista,208.84,154.48,46
Opti Crema,Hogar,Palmira Traders,208.84,154.48,474
Opti Cuaderno,Hogar,Girardot Trade,238.39,185.81,398
Opti Cuchillo,Oficina,Eje Cafetero SAS,95.03,74.39,197
Opti Drone,Hogar,Santa Marta Retail,188.09,154.94,46
Opti Estante,Oficina,Santa Marta Retail,43.49,28.87,77
Opti Extensor,Juguetes,Yumbo Logistics,23.32,16.84,123
Opti Galleta,Deportes,Santander Mayorista,184.46,146.18,74
Opti Gorra,Ropa,Jamundi Market,29.82,19.39,358
Opti Gorra,Ropa,Kennedy Market,29.82,19.39,136
Opti Guante,Ropa,Altiplano Supply,114.84,68.93,89
Opti Guitarra,Ropa,Tunja Trade,47.38,29.43,399
Opti Jabon,Juguetes,Sabaneta Supply,128.64,80.15,324
Opti Lampara,Belleza,Leticia Traders,25.41,16.04,499
Opti Licuadora,Belleza,Duitama Market,38.97,24.14,60
Opti Licuadora,Belleza,Arauca Connect,38.97,24.14,137
Opti Linterna,Jardin,Nariño Trade,166.31,125.41,49
Opti Linterna,Jardin,Valledupar Traders,166.31,125.41,258
Opti Maceta,Belleza,Kennedy Market,45.64,27.24,460
Opti Marcador,Alimentos,Casanare Retail,1.58,1.14,106
Opti Marcador,Alimentos,Ipiales Trade,1.58,1.14,112
Opti Mesa,Electronica,Bucaramanga Trade,781.75,582.77,349
Opti Microfono,Ropa,Cajica Traders,137.51,78.12,253
Opti Microfono,Ropa,Comercial Caribe,137.51,78.12,117
Opti Mochila,Electronica,La Estrella Supply,640.69,500.19,492
Opti Monitor,Belleza,Usaquen Market,32.9,19.8,197
Opti Mouse,Jardin,Eje Cafetero SAS,91.41,67.56,336
Opti Mouse,Jardin,Chapinero Trade,91.41,67.56,364
Opti Mousepad,Oficina,Huila Distribuciones,65.63,51.28,50
Opti Muñeco,Deportes,Palmira Traders,216.66,157.45,244
Opti Muñeco,Deportes,Riohacha Trade,216.66,157.45,402
Opti Olla,Belleza,Putumayo Goods,14.27,9.09,425
Opti Olla,Belleza,Bello Traders,14.27,9.09,34
Opti Pantalon,Jardin,Tunja Retail,173.57,110.09,301
Opti Papel,Juguetes,Barranquilla Hub,191.89,114.49,409
Opti Parlante,Alimentos,Cucuta Comercios,24.12,17.51,498
Opti Patin,Juguetes,Amazonas Traders,57.14,33.73,68
Opti Pegante,Alimentos,Soacha Distribuciones,2.82,2.42,348
Opti Pegante,Alimentos,Soledad Retail,2.82,2.42,319
Opti Pelota,Jardin,La Estrella Supply,61.66,45.75,420
Opti Perfume,Belleza,Chia Market,13.94,9.33,467
Opti Plancha,Hogar,Itagui Market,99.08,71.66,48
Opti Plato,Alimentos,Cajica Traders,28.44,20.78,404
Opti PowerBank,Belleza,Tunja Trade,64.06,35.72,73
Opti PowerBank,Belleza,Cesar Distribuciones,64.06,35.72,191
Opti ProtectorSolar,Juguetes,Santander Mayorista,50.06,33.2,260
Opti ProtectorSolar,Juguetes,Yumbo Logistics,50.06,33.2,355
Opti Raqueta,Belleza,Girardot Trade,68.49,34.73,69
Opti Regla,Electronica,Mosquera Logistics,191.9,127.26,89
Opti Regla,Electronica,Meta Comerciales,191.9,127.26,259
